City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
394,Port Hawkesbury,45.6169,-61.3485,33.58,98,100,11.01,CA,2022-01-07 22:29:27
395,Boali,4.8005,18.1275,78.67,32,57,1.88,CF,2022-01-07 22:29:28
396,Bintulu,3.1667,113.0333,73.81,94,40,3.44,MY,2022-01-07 22:29:28
397,Fairbanks,64.8378,-147.7164,-19.08,74,40,3.44,US,2022-01-07 22:25:42
398,Lavrentiya,65.5833,-171.0,0.01,83,14,9.93,RU,2022-01-07 22:29:28
399,Tingi,-11.3,35.0333,65.05,84,83,3.4,TZ,2022-01-07 22:29:29
400,Port Blair,11.6667,92.75,78.21,77,97,8.03,IN,2022-01-07 22:29:29
401,Bilma,18.6853,12.9164,66.74,24,0,7.58,NE,2022-01-07 22:29:30
402,Sistranda,63.7256,8.834,30.16,61,100,5.06,NO,2022-01-07 22:29:30
403,Sokoni,-6.4333,39.55,82.22,79,85,12.64,TZ,2022-01-07 22:29:30
404,Sangar,63.9242,127.4739,-39.44,100,93,2.33,RU,2022-01-07 22:29:31
405,Kang,-23.6752,22.7876,75.92,56,2,10.71,BW,2022-01-07 22:29:31
406,Bowen,-20.0167,148.2333,86.22,75,4,8.86,AU,2022-01-07 22:29:31
407,Ankeny,41.7297,-93.6058,14.79,65,0,17.27,US,2022-01-07 22:27:15
408,Henties Bay,-22.116,14.2845,60.85,95,6,4.92,NA,2022-01-07 22:29:32
409,Tecpan,14.7623,-90.9947,65.16,82,89,2.64,GT,2022-01-07 22:29:32
410,Meulaboh,4.1363,96.1285,76.23,91,87,3.22,ID,2022-01-07 22:29:32
411,Makaha,21.4694,-158.2175,80.51,69,0,10.36,US,2022-01-07 22:26:19
412,Inhumas,-16.3578,-49.4961,74.93,97,82,5.08,BR,2022-01-07 22:29:33
413,Codrington,-38.2667,141.9667,60.3,92,100,11.86,AU,2022-01-07 22:29:33
414,Susangerd,31.5608,48.1831,44.62,45,24,4.12,IR,2022-01-07 22:29:34
415,Cap-Aux-Meules,47.3821,-61.8597,28.58,94,100,39.06,CA,2022-01-07 22:29:34
416,Keflavik,64.0049,-22.5624,36.03,87,75,35.68,IS,2022-01-07 22:29:34
417,Novyy Urengoy,66.0833,76.6333,11.97,93,100,22.97,RU,2022-01-07 22:29:35
418,Ola,59.5833,151.2833,4.96,84,36,10.31,RU,2022-01-07 22:29:35
419,Laureles,26.1092,-97.4941,59.02,64,100,4.0,US,2022-01-07 22:30:35
420,Corleone,37.8134,13.3017,49.37,1,100,7.09,IT,2022-01-07 22:30:36
421,Bandarbeyla,9.4942,50.8122,76.24,67,39,13.89,SO,2022-01-07 22:30:36
422,Kormilovka,55.0026,74.1028,29.95,96,100,18.23,RU,2022-01-07 22:30:36
423,Mitchell,43.7094,-98.0298,24.12,53,0,17.0,US,2022-01-07 22:30:37
424,Palmas Bellas,9.2319,-80.0867,85.91,78,73,10.16,PA,2022-01-07 22:30:37
425,Kuantan,3.8077,103.326,77.11,88,20,4.61,MY,2022-01-07 22:30:37
426,Champua,22.0833,85.6667,59.27,57,1,2.33,IN,2022-01-07 22:30:38
427,Azangaro,-14.9167,-70.2167,41.47,92,98,10.11,PE,2022-01-07 22:30:38
428,Sretensk,52.2453,117.7093,-0.63,99,98,1.12,RU,2022-01-07 22:30:38
429,Praia Da Vitoria,38.7333,-27.0667,59.76,82,75,3.74,PT,2022-01-07 22:30:39
430,Kewanee,41.2456,-89.9248,9.72,93,50,5.26,US,2022-01-07 22:30:39
431,Chlorakas,34.8042,32.4083,58.23,76,4,8.05,CY,2022-01-07 22:30:39
432,Pevek,69.7008,170.3133,-7.11,93,100,1.54,RU,2022-01-07 22:30:40
433,Antalaha,-14.9003,50.2788,73.72,91,100,6.13,MG,2022-01-07 22:30:40
434,Verkhoyansk,67.5447,133.385,-39.15,99,90,2.15,RU,2022-01-07 22:30:41
435,Senanga,-16.1167,23.2667,68.79,94,96,3.89,ZM,2022-01-07 22:30:41
436,Stornoway,58.2093,-6.3865,35.56,88,40,10.36,GB,2022-01-07 22:30:42
437,Aquiraz,-3.9014,-38.3911,83.21,75,46,9.08,BR,2022-01-07 22:30:42
438,San Quintin,30.4833,-115.95,61.23,75,86,8.46,MX,2022-01-07 22:30:42
439,Lufilufi,-13.8745,-171.5986,89.38,70,62,4.23,WS,2022-01-07 22:30:43
440,Mozarlandia,-14.7447,-50.5706,73.98,96,97,6.42,BR,2022-01-07 22:30:43
441,Marshall,34.3834,-86.3333,37.42,60,0,1.99,US,2022-01-07 22:30:35
442,Pacific Grove,36.6177,-121.9166,57.31,84,100,1.01,US,2022-01-07 22:30:44
443,Mogadishu,2.0371,45.3438,77.36,81,20,21.12,SO,2022-01-07 22:30:44
444,Mahajanga,-15.7167,46.3167,82.42,83,20,2.3,MG,2022-01-07 22:30:44
445,Korla,41.7597,86.1469,23.86,61,81,0.6,CN,2022-01-07 22:30:45
446,Sinazongwe,-17.2614,27.4618,74.73,88,100,5.1,ZM,2022-01-07 22:30:45
447,Laguna,38.421,-121.4238,58.46,89,100,1.01,US,2022-01-07 22:30:45
448,West Bay,19.3667,-81.4167,83.07,67,20,1.99,KY,2022-01-07 22:30:46
449,Chegdomyn,51.1167,133.0167,-25.06,100,98,2.19,RU,2022-01-07 22:30:46
450,Saint Anthony,45.0205,-93.218,3.65,72,40,5.01,US,2022-01-07 22:30:46
451,Mawlaik,23.6333,94.4167,57.0,88,14,1.07,MM,2022-01-07 22:30:47
452,Ust-Koksa,50.2696,85.6108,25.61,97,100,2.33,RU,2022-01-07 22:30:47
453,Garowe,8.4054,48.4845,68.23,79,5,11.56,SO,2022-01-07 22:30:48
454,Yaan,7.3833,8.5667,85.71,24,2,2.13,NG,2022-01-07 22:30:48
455,Tautira,-17.7333,-149.15,86.02,73,20,2.17,PF,2022-01-07 22:30:48
456,Tazmalt,36.3868,4.3989,40.39,86,30,3.8,DZ,2022-01-07 22:30:49
457,Kiunga,-6.1219,141.2906,78.35,86,100,2.91,PG,2022-01-07 22:30:49
458,Miles City,46.4083,-105.8406,22.17,73,40,6.91,US,2022-01-07 22:30:50
459,Nadym,65.5333,72.5167,6.55,91,95,15.66,RU,2022-01-07 22:30:50
460,Esna,25.2934,32.554,57.22,27,99,4.74,EG,2022-01-07 22:30:50
461,Miri,4.4148,114.0089,73.54,100,40,3.44,MY,2022-01-07 22:30:51
462,Selikhino,50.3672,137.4996,-17.41,100,99,2.64,RU,2022-01-07 22:30:51
463,Sambava,-14.2667,50.1667,74.75,91,100,3.94,MG,2022-01-07 22:30:51
464,Dingle,10.9995,122.6711,74.5,92,30,6.4,PH,2022-01-07 22:30:52
465,Madhupur,24.25,86.65,60.87,77,0,4.23,IN,2022-01-07 22:30:52
466,Porbandar,21.6422,69.6093,64.83,69,5,11.39,IN,2022-01-07 22:30:52
467,Omsukchan,62.5333,155.8,-6.11,97,100,3.4,RU,2022-01-07 22:30:53
468,Biograd Na Moru,43.9433,15.4519,41.76,62,8,5.21,HR,2022-01-07 22:31:53
469,Muisne,0.6,-80.0333,80.71,83,83,5.19,EC,2022-01-07 22:31:54
470,Deputatskiy,69.3,139.9,-10.64,99,100,2.42,RU,2022-01-07 22:31:54
471,Scarborough,54.2797,-0.4044,34.54,86,3,1.01,GB,2022-01-07 22:31:55
472,Beringovskiy,63.05,179.3167,3.22,96,100,12.26,RU,2022-01-07 22:31:55
473,Virginia Beach,36.8529,-75.978,38.01,51,0,10.36,US,2022-01-07 22:31:55
474,Keita,14.7551,5.7749,67.84,20,12,8.7,NE,2022-01-07 22:31:56
475,Shimoda,34.6667,138.95,44.91,75,100,7.27,JP,2022-01-07 22:31:56
476,Avera,33.194,-82.5271,50.68,41,81,5.79,US,2022-01-07 22:31:56
477,Marsa Matruh,31.3525,27.2453,50.2,87,0,8.05,EG,2022-01-07 22:31:57
478,Rawson,-43.3002,-65.1023,88.48,28,1,19.66,AR,2022-01-07 22:31:57
479,Beloha,-25.1667,45.05,73.18,87,97,13.58,MG,2022-01-07 22:31:58
480,Eirunepe,-6.6603,-69.8736,73.85,97,98,4.79,BR,2022-01-07 22:31:58
481,Vertientes,21.2594,-78.1464,84.81,55,15,10.71,CU,2022-01-07 22:31:59
482,Mazamet,43.49,2.373,47.08,94,100,17.27,FR,2022-01-07 22:31:59
483,Camacha,33.0833,-16.3333,59.76,72,75,21.85,PT,2022-01-07 22:32:00
484,Grenada,37.1882,-3.6067,46.18,81,0,2.3,ES,2022-01-07 22:32:00
485,Coahuayana,18.7333,-103.6833,87.28,58,0,5.7,MX,2022-01-07 22:32:01
486,Bulgan,48.8125,103.5347,4.55,90,93,3.13,MN,2022-01-07 22:32:01
487,Taoudenni,22.6783,-3.9836,64.02,23,4,16.42,ML,2022-01-07 22:32:01
488,Moose Factory,51.2585,-80.6094,-12.86,98,58,3.78,CA,2022-01-07 22:32:02
489,Kenema,7.8767,-11.1875,75.06,87,96,2.44,SL,2022-01-07 22:32:02
490,Pandan,14.0453,124.1694,76.96,86,53,10.76,PH,2022-01-07 22:32:02
491,Aklavik,68.2191,-135.0107,-8.7,89,100,23.22,CA,2022-01-07 22:32:03
492,Tura,25.5198,90.2201,57.29,58,0,3.38,IN,2022-01-07 22:32:03
493,Kungurtug,50.5994,97.5228,-6.34,97,48,1.48,RU,2022-01-07 22:32:03
494,Xam Nua,20.4197,104.0439,55.54,93,74,2.71,LA,2022-01-07 22:32:04
495,Touros,-5.1989,-35.4608,83.3,73,53,11.61,BR,2022-01-07 22:29:51
496,Hun,29.1268,15.9477,49.32,62,54,9.75,LY,2022-01-07 22:32:04
497,Laurel,39.0993,-76.8483,28.76,56,0,4.0,US,2022-01-07 22:29:57
498,Nicoya,10.1483,-85.452,87.35,50,14,9.15,CR,2022-01-07 22:32:05
499,Tual,-5.6667,132.75,83.37,77,96,10.63,ID,2022-01-07 22:32:05
500,Rehoboth,-23.3167,17.0833,72.19,27,19,5.39,NA,2022-01-07 22:32:05
501,Ambilobe,-13.2,49.05,75.51,95,100,0.56,MG,2022-01-07 22:32:06
502,Bonnyville,54.2668,-110.735,-6.88,98,100,4.27,CA,2022-01-07 22:31:40
503,Blois,47.5833,1.3333,48.33,74,99,20.38,FR,2022-01-07 22:32:07
504,Porto Novo,6.4965,2.6036,84.02,78,0,7.56,BJ,2022-01-07 22:29:01
505,Tiarei,-17.5333,-149.3333,86.02,74,20,8.37,PF,2022-01-07 22:32:07
506,Pasvalys,56.0594,24.4036,31.32,90,93,8.81,LT,2022-01-07 22:32:08
507,Dhanwar,24.4167,85.9833,58.69,74,1,1.97,IN,2022-01-07 22:32:08
508,Kichera,55.9375,110.0997,1.09,86,100,5.93,RU,2022-01-07 22:32:08
509,Isangel,-19.55,169.2667,82.51,78,75,9.22,VU,2022-01-07 22:32:09
510,Funtua,11.5233,7.3081,69.49,29,27,7.05,NG,2022-01-07 22:32:09
511,Kochi,9.9399,76.2602,76.98,83,61,2.86,IN,2022-01-07 22:32:09
512,Hammerfest,70.6634,23.6821,28.85,74,40,17.27,NO,2022-01-07 22:32:10
513,Sarangani,5.4033,125.4636,81.27,76,53,5.17,PH,2022-01-07 22:32:10
514,Susanville,40.4163,-120.653,44.44,76,20,11.5,US,2022-01-07 22:27:27
515,San Ramon,37.7799,-121.978,58.53,86,100,5.01,US,2022-01-07 22:33:11
516,Cabedelo,-6.9811,-34.8339,81.27,74,20,11.32,BR,2022-01-07 22:33:11
517,Broome,42.2506,-75.833,23.16,77,100,4.0,US,2022-01-07 22:33:11
518,Aksarka,66.5606,67.7975,-2.79,97,100,9.08,RU,2022-01-07 22:33:12
519,Kubuta,-26.8833,31.4833,68.7,88,95,1.41,SZ,2022-01-07 22:33:12
520,Kribi,2.95,9.9167,79.74,86,48,7.74,CM,2022-01-07 22:33:13
521,Mount Gambier,-37.8333,140.7667,58.91,94,100,12.66,AU,2022-01-07 22:33:13
522,Rimavska Sobota,48.3828,20.0224,23.67,62,0,0.11,SK,2022-01-07 22:33:13
523,Isla Mujeres,21.2311,-86.731,80.65,65,1,7.18,MX,2022-01-07 22:33:14
524,Tourlaville,49.6383,-1.5664,50.59,81,75,10.36,FR,2022-01-07 22:33:14
525,Chiredzi,-21.05,31.6667,74.35,80,98,9.78,ZW,2022-01-07 22:33:14
526,Berdigestyakh,62.0989,126.6992,-44.34,100,61,0.72,RU,2022-01-07 22:33:15
527,Aksu,41.1231,80.2644,24.01,44,100,3.47,CN,2022-01-07 22:33:15
528,Baykit,61.67,96.37,-24.75,98,51,1.25,RU,2022-01-07 22:33:16
529,Griffith,41.5284,-87.4237,13.89,73,0,1.99,US,2022-01-07 22:33:16
530,Teguldet,57.3064,88.1667,-0.44,96,9,5.93,RU,2022-01-07 22:33:16
531,Xuzhou,34.1805,117.1571,34.3,77,11,2.89,CN,2022-01-07 22:33:17
532,Bajil,15.0584,43.2851,78.58,71,57,1.88,YE,2022-01-07 22:33:17
533,Torrington,41.8007,-73.1212,30.04,79,57,7.0,US,2022-01-07 22:33:18
534,Antalya,36.7741,30.7178,55.99,84,75,2.3,TR,2022-01-07 22:32:41
535,Ales,44.1333,4.0833,45.25,75,29,3.27,FR,2022-01-07 22:33:18
536,Skjervoy,70.0311,20.9714,28.53,66,82,12.33,NO,2022-01-07 22:33:18
537,Moron,-34.6534,-58.6198,83.01,65,99,4.0,AR,2022-01-07 22:33:19
538,Lancaster,40.2504,-76.2499,25.02,61,100,11.01,US,2022-01-07 22:33:19
539,Jumla,29.2747,82.1838,34.81,72,76,5.23,NP,2022-01-07 22:33:19
540,Liverpool,53.4106,-2.9779,39.67,90,40,3.0,GB,2022-01-07 22:33:01
541,Vandra,58.6481,25.0361,13.14,97,73,0.83,EE,2022-01-07 22:33:20
542,Adilcevaz,38.8039,42.7342,22.71,79,100,1.59,TR,2022-01-07 22:33:20
543,Inuvik,68.3499,-133.7218,-13.36,95,100,19.44,CA,2022-01-07 22:33:21
544,Alexandria,31.2156,29.9553,53.56,87,40,0.0,EG,2022-01-07 22:32:41
545,Faya,18.3851,42.4509,53.71,88,10,2.8,SA,2022-01-07 22:33:21
546,Perry,37.2506,-83.1999,24.13,94,83,0.29,US,2022-01-07 22:33:01
547,Khujand,40.2853,69.6279,40.28,87,100,11.18,TJ,2022-01-07 22:33:22
548,Puerto Escondido,15.85,-97.0667,85.03,65,75,8.05,MX,2022-01-07 22:33:22
549,Gayny,60.3071,54.3241,14.63,96,100,6.71,RU,2022-01-07 22:33:22
550,Ruwi,23.5996,58.5507,58.69,39,0,2.17,OM,2022-01-07 22:33:23
551,Pringsewu,-5.3582,104.9744,73.35,92,90,1.86,ID,2022-01-07 22:33:23
552,Valparaiso,-33.0393,-71.6273,70.03,66,40,5.75,CL,2022-01-07 22:33:24
553,Maceio,-9.6658,-35.7353,81.84,83,0,10.36,BR,2022-01-07 22:33:24
554,Yafran,32.0633,12.5286,41.97,54,76,14.97,LY,2022-01-07 22:30:29
555,Bayeux,-7.125,-34.9322,81.23,78,40,6.91,BR,2022-01-07 22:33:24
556,Batticaloa,7.7102,81.6924,77.52,81,66,7.49,LK,2022-01-07 22:33:25
557,Beyneu,45.3167,55.2,34.05,72,82,11.36,KZ,2022-01-07 22:33:25
558,High Level,58.5169,-117.136,-7.28,89,100,6.98,CA,2022-01-07 22:33:26
559,Westport,41.1415,-73.3579,32.81,58,20,4.0,US,2022-01-07 22:34:26
560,Mpika,-11.8343,31.4529,60.48,97,92,2.28,ZM,2022-01-07 22:34:26
561,Te Kauwhata,-37.4,175.15,80.15,23,11,2.75,NZ,2022-01-07 22:34:27
562,Namibe,-15.1961,12.1522,68.92,77,34,3.38,AO,2022-01-07 22:34:27
563,Yenagoa,4.9247,6.2642,78.93,84,11,3.76,NG,2022-01-07 22:34:27
564,San Luis,-33.295,-66.3356,83.61,29,44,13.18,AR,2022-01-07 22:31:26
565,Mount Pleasant,32.7941,-79.8626,52.0,52,0,1.99,US,2022-01-07 22:34:28
566,Cayenne,4.9333,-52.3333,80.1,76,0,5.99,GF,2022-01-07 22:30:05
567,Tacuarembo,-31.7333,-55.9833,79.21,34,0,16.46,UY,2022-01-07 22:34:29
568,Avon Park,27.5959,-81.5062,76.55,67,18,13.38,US,2022-01-07 22:34:29
569,Asau,46.4333,26.4,30.96,83,13,2.44,RO,2022-01-07 22:34:29
570,Bembereke,10.2283,2.6634,75.47,25,2,5.44,BJ,2022-01-07 22:34:30
571,Belmonte,-15.8631,-38.8828,81.1,85,100,10.42,BR,2022-01-07 22:34:30
572,Barabinsk,55.3571,78.357,16.83,94,78,15.39,RU,2022-01-07 22:34:30
573,Ilinskiy,55.619,38.1182,22.71,68,20,13.42,RU,2022-01-07 22:34:31
574,Gejiu,23.306,103.1635,43.12,94,60,4.34,CN,2022-01-07 22:34:31
575,Kulhudhuffushi,6.6221,73.07,80.65,74,4,5.68,MV,2022-01-07 22:34:32
576,Svay Rieng,11.0879,105.7993,74.7,79,3,2.84,KH,2022-01-07 22:34:32
577,Novikovo,51.1537,37.8879,16.09,90,7,9.71,RU,2022-01-07 22:34:32
578,Cururupu,-1.8283,-44.8683,76.32,91,97,3.51,BR,2022-01-07 22:34:33
579,Boende,-0.2167,20.8667,77.34,62,45,2.24,CD,2022-01-07 22:34:33
580,Brawley,32.9787,-115.5303,74.17,26,0,0.0,US,2022-01-07 22:33:16
581,La Maddalena,41.2142,9.4083,46.45,68,91,12.77,IT,2022-01-07 22:34:34
582,Stillwater,36.1156,-97.0584,41.85,61,0,3.0,US,2022-01-07 22:30:00
583,Tudora,47.5167,26.6333,28.31,72,1,6.29,RO,2022-01-07 22:34:34
584,Gravdal,68.1214,13.5031,26.1,71,29,6.06,NO,2022-01-07 22:34:34
585,Comodoro Rivadavia,-45.8667,-67.5,78.66,34,0,16.11,AR,2022-01-07 22:30:02
586,Tocopilla,-22.092,-70.1979,70.81,70,59,4.83,CL,2022-01-07 22:34:35
587,Galbshtadt,53.2264,78.9845,15.96,92,30,12.84,RU,2022-01-07 22:34:35
588,Palpa,-14.5336,-75.1856,79.48,61,68,9.51,PE,2022-01-07 22:34:35
589,Sibolga,1.7427,98.7792,75.09,89,94,4.12,ID,2022-01-07 22:34:36
590,Klyuchi,52.2667,79.1667,15.89,91,17,12.39,RU,2022-01-07 22:34:36
591,Flinders,-34.5833,150.8552,75.18,85,100,4.0,AU,2022-01-07 22:34:37
592,Namatanai,-3.6667,152.4333,82.67,71,84,4.16,PG,2022-01-07 22:34:37
